Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR
06/02/21,Freiburg,Dortmund,2,1,H,0,0,D,6,16,3,5,12,12,1,1,1,2
06/02/21,Leverkusen,Stuttgart,5,2,H,2,0,H,25,14,11,7,12,9,4,4,0,0
06/02/21,Mainz,Union Berlin,1,0,H,1,0,H,9,10,5,3,12,11,3,1,2,5
06/02/21,Schalke 04,RB Leipzig,0,3,A,0,1,A,3,24,1,10,14,16,1,7,2,1
06/02/21,M'gladbach,FC Koln,1,2,A,1,1,D,10,7,2,3,17,11,4,1,4,2
07/02/21,Hoffenheim,Ein Frankfurt,1,3,A,0,1,A,8,9,2,5,15,12,4,7,0,3
12/02/21,RB Leipzig,Augsburg,2,1,H,2,0,H,16,4,6,2,23,15,3,4,3,5
13/02/21,Dortmund,Hoffenheim,2,2,D,1,1,D,6,12,3,6,21,16,1,7,3,7
13/02/21,Leverkusen,Mainz,2,2,D,1,0,H,11,19,5,6,13,17,2,2,5,1
13/02/21,Stuttgart,Hertha,1,1,D,1,0,H,11,11,3,3,21,17,1,5,2,2
13/02/21,Werder Bremen,Freiburg,0,0,D,0,0,D,12,8,4,2,4,20,4,1,0,2
13/02/21,Union Berlin,Schalke 04,0,0,D,0,0,D,19,6,3,1,14,15,1,6,3,2
14/02/21,Ein Frankfurt,FC Koln,2,0,H,0,0,D,17,6,7,1,14,4,7,2,3,1
14/02/21,Wolfsburg,M'gladbach,0,0,D,0,0,D,18,12,6,4,10,11,9,6,1,3
15/02/21,Bayern Munich,Bielefeld,3,3,D,0,2,A,19,7,11,3,7,13,5,2,1,1
19/02/21,Bielefeld,Wolfsburg,0,3,A,0,1,A,7,11,2,6,10,14,3,8,0,2
20/02/21,Ein Frankfurt,Bayern Munich,2,1,H,2,0,H,12,22,6,6,12,7,6,10,2,1
20/02/21,FC Koln,Stuttgart,0,1,A,0,0,D,9,9,0,3,15,10,0,6,2,1
20/02/21,Freiburg,Union Berlin,0,1,A,0,0,D,9,15,1,4,15,14,2,4,2,2
20/02/21,M'gladbach,Mainz,1,2,A,1,1,D,12,8,3,6,10,16,4,4,1,1
20/02/21,Schalke 04,Dortmund,0,4,A,0,2,A,13,9,2,6,9,13,4,2,2,2
21/02/21,Augsburg,Leverkusen,1,1,D,1,0,H,6,10,3,3,16,13,1,4,2,4
21/02/21,Hertha,RB Leipzig,0,3,A,0,1,A,8,14,4,7,10,8,3,4,1,1
21/02/21,Hoffenheim,Werder Bremen,4,0,H,2,0,H,12,3,6,1,16,12,6,3,2,2
26/02/21,Werder Bremen,Ein Frankfurt,2,1,H,0,1,A,9,13,5,4,9,15,2,8,4,3
27/02/21,Bayern Munich,FC Koln,5,1,H,2,0,H,15,6,7,3,7,9,4,4,2,1
27/02/21,Dortmund,Bielefeld,3,0,H,0,0,D,20,8,9,2,12,16,5,2,0,3
27/02/21,Stuttgart,Schalke 04,5,1,H,3,1,H,19,11,10,5,15,18,11,9,2,3
27/02/21,Wolfsburg,Hertha,2,0,H,1,0,H,11,7,2,2,15,14,3,5,5,0
27/02/21,RB Leipzig,M'gladbach,3,2,H,0,2,A,21,5,11,2,20,15,3,4,2,2
28/02/21,Union Berlin,Hoffenheim,1,1,D,1,1,D,4,15,1,4,13,12,3,4,0,2
28/02/21,Mainz,Augsburg,0,1,A,0,1,A,10,8,5,3,9,7,5,3,1,2
28/02/21,Leverkusen,Freiburg,1,2,A,0,0,D,21,6,5,3,12,11,8,3,2,3
05/03/21,Schalke 04,Mainz,0,0,D,0,0,D,2,19,2,2,10,16,2,6,2,2
06/03/21,Ein Frankfurt,Stuttgart,1,1,D,0,0,D,19,8,8,1,15,17,13,4,2,3
06/03/21,Freiburg,RB Leipzig,0,3,A,0,1,A,5,13,1,8,10,13,1,2,1,1
06/03/21,Hertha,Augsburg,2,1,H,0,1,A,17,7,7,4,15,13,6,1,2,3
06/03/21,Hoffenheim,Wolfsburg,2,1,H,2,1,H,9,17,4,5,13,15,2,6,2,4
06/03/21,M'gladbach,Leverkusen,0,1,A,0,0,D,7,13,3,5,6,10,7,8,0,2
06/03/21,Bayern Munich,Dortmund,4,2,H,2,2,D,25,4,9,3,8,13,6,0,1,1
07/03/21,FC Koln,Werder Bremen,1,1,D,0,0,D,16,11,4,5,13,10,9,3,2,0
07/03/21,Bielefeld,Union Berlin,0,0,D,0,0,D,5,7,3,3,9,5,3,3,0,0
10/03/21,Bielefeld,Werder Bremen,0,2,A,0,0,D,22,5,7,2,12,9,9,0,0,2
12/03/21,Augsburg,M'gladbach,3,1,H,0,0,D,10,28,3,7,6,10,1,10,0,0
13/03/21,Mainz,Freiburg,1,0,H,0,0,D,10,13,7,3,25,15,0,4,1,3
13/03/21,Union Berlin,FC Koln,2,1,H,0,1,A,13,9,8,5,20,13,6,6,2,3
13/03/21,Werder Bremen,Bayern Munich,1,3,A,0,2,A,9,22,4,6,5,9,3,8,1,0
13/03/21,Wolfsburg,Schalke 04,5,0,H,1,0,H,16,7,7,2,12,8,3,8,0,1
13/03/21,Dortmund,Hertha,2,0,H,0,0,D,14,4,4,0,6,11,7,0,1,1
14/03/21,Leverkusen,Bielefeld,1,2,A,0,1,A,20,10,8,5,16,9,9,5,2,1
14/03/21,RB Leipzig,Ein Frankfurt,1,1,D,0,0,D,14,5,8,2,14,21,4,3,2,3
14/03/21,Stuttgart,Hoffenheim,2,0,H,1,0,H,7,16,4,5,14,9,4,4,0,2
19/03/21,Bielefeld,RB Leipzig,0,1,A,0,0,D,5,20,0,8,10,12,1,7,2,1
20/03/21,Bayern Munich,Stuttgart,4,0,H,4,0,H,15,12,7,4,10,12,1,3,1,2
20/03/21,Ein Frankfurt,Union Berlin,5,2,H,4,2,H,9,24,5,8,9,10,2,4,1,2
20/03/21,FC Koln,Dortmund,2,2,D,1,1,D,10,13,2,4,4,12,5,2,1,1
20/03/21,Werder Bremen,Wolfsburg,1,2,A,1,2,A,11,16,4,5,15,15,3,9,3,1
20/03/21,Schalke 04,M'gladbach,0,3,A,0,1,A,4,21,1,7,8,8,2,7,1,2
21/03/21,Hoffenheim,Mainz,1,2,A,1,2,A,8,16,2,7,14,12,2,9,0,0
21/03/21,Hertha,Leverkusen,3,0,H,3,0,H,13,9,10,1,10,20,4,8,0,2
21/03/21,Freiburg,Augsburg,2,0,H,0,0,D,10,19,3,8,21,13,3,5,7,2
03/04/21,Augsburg,Hoffenheim,2,1,H,2,0,H,7,16,2,6,7,11,2,10,1,1
03/04/21,Dortmund,Ein Frankfurt,1,2,A,1,1,D,20,15,7,3,9,12,10,2,0,3
03/04/21,Leverkusen,Schalke 04,2,1,H,1,0,H,6,4,2,2,13,9,5,4,1,0
03/04/21,Mainz,Bielefeld,1,1,D,0,0,D,12,9,5,2,27,10,2,3,4,1
03/04/21,Wolfsburg,FC Koln,1,0,H,0,0,D,13,10,6,1,18,11,5,4,2,1
03/04/21,RB Leipzig,Bayern Munich,0,1,A,0,1,A,13,9,3,5,13,9,8,4,3,2
03/04/21,M'gladbach,Freiburg,2,1,H,0,1,A,19,7,5,4,11,14,0,3,1,3
04/04/21,Stuttgart,Werder Bremen,1,0,H,0,0,D,14,9,3,2,8,8,6,0,1,2
04/04/21,Union Berlin,Hertha,1,1,D,1,1,D,11,4,3,1,13,12,2,3,2,4
09/04/21,Bielefeld,Freiburg,1,0,H,0,0,D,14,10,4,2,8,10,4,2,3,2
10/04/21,Bayern Munich,Union Berlin,1,1,D,0,0,D,14,6,2,2,10,12,8,1,2,0
10/04/21,Ein Frankfurt,Wolfsburg,4,3,H,2,1,H,9,20,5,7,11,13,3,7,3,2
10/04/21,Hertha,M'gladbach,2,2,D,1,2,A,24,7,8,4,12,17,11,3,2,1
10/04/21,Werder Bremen,RB Leipzig,1,4,A,0,3,A,11,8,2,4,13,10,2,2,0,0
10/04/21,Stuttgart,Dortmund,2,3,A,1,0,H,13,18,3,7,13,11,3,8,4,2
11/04/21,Schalke 04,Augsburg,1,0,H,1,0,H,7,13,2,4,10,14,4,6,0,2
11/04/21,FC Koln,Mainz,2,3,A,1,1,D,22,9,4,6,14,14,2,5,2,1
12/04/21,Hoffenheim,Leverkusen,0,0,D,0,0,D,2,7,0,5,14,12,1,1,1,1
16/04/21,RB Leipzig,Hoffenheim,0,0,D,0,0,D,14,6,2,0,14,13,4,1,0,2
17/04/21,Augsburg,Bielefeld,0,0,D,0,0,D,9,8,3,1,10,9,7,3,4,1
17/04/21,Freiburg,Schalke 04,4,0,H,2,0,H,13,4,8,2,15,12,3,4,2,1
17/04/21,M'gladbach,Ein Frankfurt,4,0,H,1,0,H,19,16,4,5,11,10,7,8,2,4
17/04/21,Union Berlin,Stuttgart,2,1,H,2,0,H,9,9,4,2,15,12,4,4,2,3
17/04/21,Wolfsburg,Bayern Munich,2,3,A,1,3,A,7,14,3,9,16,8,6,5,2,1
17/04/21,Leverkusen,FC Koln,3,0,H,1,0,H,8,14,5,2,12,12,2,3,1,1
18/04/21,Dortmund,Werder Bremen,4,1,H,3,1,H,19,10,9,3,8,14,7,4,1,4
20/04/21,FC Koln,RB Leipzig,2,1,H,0,0,D,5,23,3,6,9,16,0,8,2,3
20/04/21,Bayern Munich,Leverkusen,2,0,H,2,0,H,26,6,9,3,6,14,7,3,0,0
20/04/21,Bielefeld,Schalke 04,1,0,H,0,0,D,10,3,5,0,14,12,4,2,3,5
20/04/21,Ein Frankfurt,Augsburg,2,0,H,1,0,H,12,14,4,4,18,8,7,5,3,1
21/04/21,Dortmund,Union Berlin,2,0,H,1,0,H,21,6,11,2,12,10,4,3,2,1
21/04/21,Hoffenheim,M'gladbach,3,2,H,0,2,A,19,5,6,3,9,5,5,4,3,0
21/04/21,Stuttgart,Wolfsburg,1,3,A,0,2,A,11,13,4,4,12,11,4,1,3,0
21/04/21,Werder Bremen,Mainz,0,1,A,0,1,A,18,13,4,5,7,13,10,4,1,2
23/04/21,Augsburg,FC Koln,2,3,A,0,3,A,13,14,5,6,17,13,6,3,2,3
24/04/21,Freiburg,Hoffenheim,1,1,D,0,1,A,15,16,7,4,10,12,6,5,1,2
24/04/21,Mainz,Bayern Munich,2,1,H,2,0,H,8,17,4,4,12,15,2,3,3,4
24/04/21,Union Berlin,Werder Bremen,3,1,H,0,0,D,17,9,6,5,10,8,11,2,0,0
24/04/21,Wolfsburg,Dortmund,0,2,A,0,1,A,21,8,2,4,10,12,10,2,1,3
24/04/21,Leverkusen,Ein Frankfurt,3,1,H,0,0,D,18,12,10,4,9,8,5,6,1,1
25/04/21,RB Leipzig,Stuttgart,2,0,H,0,0,D,24,2,11,0,19,8,10,1,2,0
25/04/21,M'gladbach,Bielefeld,5,0,H,3,0,H,20,10,12,5,11,8,4,1,1,1
03/05/21,Mainz,Hertha,1,1,D,1,1,D,16,7,9,5,18,13,6,4,2,3
06/05/21,Hertha,Freiburg,3,0,H,2,0,H,13,15,6,4,10,13,4,6,4,3
07/05/21,Stuttgart,Augsburg,2,1,H,1,0,H,14,20,6,9,14,12,2,12,0,0
08/05/21,Dortmund,RB Leipzig,3,2,H,1,0,H,15,14,4,7,8,13,7,7,1,1
08/05/21,Hoffenheim,Schalke 04,4,2,H,0,2,A,20,6,12,3,11,12,9,3,1,2
08/05/21,Werder Bremen,Leverkusen,0,0,D,0,0,D,13,14,2,4,9,14,4,6,3,2
08/05/21,Wolfsburg,Union Berlin,3,0,H,1,0,H,17,9,8,1,9,9,4,3,1,0
08/05/21,Bayern Munich,M'gladbach,6,0,H,4,0,H,22,14,7,2,3,9,5,3,0,2
09/05/21,FC Koln,Freiburg,1,4,A,0,2,A,18,11,2,6,15,16,3,2,2,2
09/05/21,Ein Frankfurt,Mainz,1,1,D,0,1,A,14,6,4,3,10,14,8,2,2,0
09/05/21,Hertha,Bielefeld,0,0,D,0,0,D,11,12,4,5,13,9,4,3,3,4
12/05/21,Schalke 04,Hertha,1,2,A,1,1,D,12,18,1,6,9,11,1,7,3,5
15/05/21,Augsburg,Werder Bremen,2,0,H,0,0,D,15,16,7,5,12,17,5,5,3,3
15/05/21,Bielefeld,Hoffenheim,1,1,D,1,1,D,17,7,6,3,5,8,10,4,1,2
15/05/21,Freiburg,Bayern Munich,2,2,D,1,1,D,13,16,4,6,10,13,4,8,1,2
15/05/21,Hertha,FC Koln,0,0,D,0,0,D,1,11,1,3,11,12,1,5,2,2
15/05/21,Leverkusen,Union Berlin,1,1,D,1,0,H,9,15,4,6,9,16,4,5,2,2
15/05/21,M'gladbach,Stuttgart,1,2,A,1,0,H,9,11,4,7,14,14,2,1,2,4
15/05/21,Schalke 04,Ein Frankfurt,4,3,H,1,1,D,11,24,6,9,9,11,1,13,0,2
16/05/21,Mainz,Dortmund,1,3,A,0,2,A,9,13,5,4,9,11,4,2,0,0
16/05/21,RB Leipzig,Wolfsburg,2,2,D,0,2,A,14,12,4,4,13,15,11,3,3,3
22/05/21,Bayern Munich,Augsburg,5,2,H,4,0,H,24,9,13,5,6,9,10,2,1,1
22/05/21,Dortmund,Leverkusen,3,1,H,1,0,H,10,16,4,7,6,8,3,6,0,0
22/05/21,Ein Frankfurt,Freiburg,3,1,H,0,0,D,18,11,11,6,7,10,8,1,1,0
22/05/21,FC Koln,Schalke 04,1,0,H,0,0,D,20,7,10,1,14,12,8,4,1,2
22/05/21,Hoffenheim,Hertha,2,1,H,0,1,A,21,9,5,5,8,5,4,3,0,0
22/05/21,Stuttgart,Bielefeld,0,2,A,0,0,D,11,11,0,3,12,11,3,6,1,0
22/05/21,Union Berlin,RB Leipzig,2,1,H,0,0,D,11,17,5,7,15,10,7,3,2,1
22/05/21,Werder Bremen,M'gladbach,2,4,A,0,1,A,16,15,8,8,19,12,3,5,1,2
22/05/21,Wolfsburg,Mainz,2,3,A,0,1,A,16,14,5,8,12,19,7,7,3,3
14/08/21,Augsburg,Hoffenheim,0,4,A,0,1,A,7,15,0,8,8,9,6,5,1,2
14/08/21,Bielefeld,Freiburg,0,0,D,0,0,D,10,14,4,6,13,10,4,9,3,4
14/08/21,Stuttgart,Greuther Furth,5,1,H,2,0,H,30,8,15,4,11,8,9,2,0,1
14/08/21,Union Berlin,Leverkusen,1,1,D,1,1,D,8,16,5,4,13,5,1,6,0,1
14/08/21,Wolfsburg,Bochum,1,0,H,1,0,H,21,7,9,1,9,7,5,2,0,2
14/08/21,Dortmund,Ein Frankfurt,5,2,H,3,1,H,12,12,7,3,5,14,7,3,0,0
15/08/21,Mainz,RB Leipzig,1,0,H,1,0,H,7,15,2,2,10,8,5,11,1,2
15/08/21,FC Koln,Hertha,3,1,H,1,1,D,15,11,5,5,18,14,4,5,4,2
20/08/21,RB Leipzig,Stuttgart,4,0,H,1,0,H,26,11,11,5,10,11,6,2,0,3
21/08/21,Bochum,Mainz,2,0,H,1,0,H,9,16,5,3,15,19,2,7,4,3
21/08/21,Ein Frankfurt,Augsburg,0,0,D,0,0,D,20,4,5,0,8,10,6,1,3,3
21/08/21,Freiburg,Dortmund,2,1,H,1,0,H,8,19,4,2,14,14,0,10,1,4
21/08/21,Greuther Furth,Bielefeld,1,1,D,0,1,A,20,9,5,2,12,15,5,0,4,2
21/08/21,Hertha,Wolfsburg,1,2,A,0,0,D,12,12,4,3,12,21,4,4,1,2
21/08/21,Leverkusen,M'gladbach,4,0,H,2,0,H,13,11,6,6,9,11,7,3,4,2
22/08/21,Hoffenheim,Union Berlin,2,2,D,2,1,H,7,11,3,8,8,11,6,5,1,3
22/08/21,Bayern Munich,FC Koln,3,2,H,0,0,D,18,10,6,3,14,10,3,4,1,1
27/08/21,Dortmund,Hoffenheim,3,2,H,0,0,D,23,9,13,5,9,12,4,7,2,3
28/08/21,Augsburg,Leverkusen,1,4,A,1,2,A,13,13,4,5,12,10,4,4,0,1
28/08/21,Bielefeld,Ein Frankfurt,1,1,D,0,1,A,14,12,5,3,13,17,4,4,0,3
28/08/21,FC Koln,Bochum,2,1,H,0,0,D,21,10,5,1,11,21,5,5,2,1
28/08/21,Mainz,Greuther Furth,3,0,H,2,0,H,17,8,9,1,21,14,7,4,2,2
28/08/21,Stuttgart,Freiburg,2,3,A,2,3,A,17,14,7,7,10,14,8,5,2,1
28/08/21,Bayern Munich,Hertha,5,0,H,2,0,H,17,8,6,3,4,5,8,3,0,0
29/08/21,Union Berlin,M'gladbach,2,1,H,2,0,H,12,18,4,5,15,6,4,8,2,0
29/08/21,Wolfsburg,RB Leipzig,1,0,H,0,0,D,8,12,2,2,13,18,7,7,4,2
11/09/21,Freiburg,FC Koln,1,1,D,0,1,A,10,15,3,5,14,12,4,2,1,3
11/09/21,Greuther Furth,Wolfsburg,0,2,A,0,1,A,7,10,3,4,17,15,3,5,2,3
11/09/21,Hoffenheim,Mainz,0,2,A,0,1,A,12,11,0,4,15,16,4,5,2,1
11/09/21,Leverkusen,Dortmund,3,4,A,2,1,H,11,15,5,7,10,11,4,3,4,3
11/09/21,Union Berlin,Augsburg,0,0,D,0,0,D,15,13,6,6,10,12,6,4,1,2
11/09/21,RB Leipzig,Bayern Munich,1,4,A,0,1,A,10,18,4,6,9,13,2,6,0,0
12/09/21,Ein Frankfurt,Stuttgart,1,1,D,0,0,D,18,9,5,3,13,12,6,6,1,4
12/09/21,Bochum,Hertha,1,3,A,0,2,A,19,5,5,4,9,17,7,2,0,3
12/09/21,M'gladbach,Bielefeld,3,1,H,1,1,D,17,18,4,7,10,18,3,4,1,1
17/09/21,Hertha,Greuther Furth,2,1,H,0,0,D,15,10,3,3,12,13,9,4,1,2
18/09/21,Augsburg,M'gladbach,1,0,H,0,0,D,8,11,1,1,13,9,2,6,1,2
18/09/21,Bayern Munich,Bochum,7,0,H,4,0,H,22,5,15,1,5,9,2,2,1,1
18/09/21,Bielefeld,Hoffenheim,0,0,D,0,0,D,9,16,2,3,16,3,5,6,2,1
18/09/21,Mainz,Freiburg,0,0,D,0,0,D,10,7,3,2,18,16,4,4,2,1
18/09/21,FC Koln,RB Leipzig,1,1,D,0,0,D,14,18,6,9,12,6,4,10,3,1
19/09/21,Stuttgart,Leverkusen,1,3,A,1,2,A,18,7,8,4,11,11,2,6,2,3
19/09/21,Dortmund,Union Berlin,4,2,H,2,0,H,13,9,4,6,10,12,3,6,2,3
19/09/21,Wolfsburg,Ein Frankfurt,1,1,D,0,1,A,15,6,6,2,14,18,7,4,2,6
24/09/21,Greuther Furth,Bayern Munich,1,3,A,0,2,A,11,12,6,4,18,13,6,3,4,1
25/09/21,Ein Frankfurt,FC Koln,1,1,D,1,1,D,10,15,3,2,11,19,7,6,2,3
25/09/21,Hoffenheim,Wolfsburg,3,1,H,1,1,D,11,13,3,2,13,9,5,2,2,2
25/09/21,Leverkusen,Mainz,1,0,H,0,0,D,16,14,9,5,11,12,6,3,4,3
25/09/21,RB Leipzig,Hertha,6,0,H,3,0,H,18,5,11,3,8,19,2,1,1,3
25/09/21,Union Berlin,Bielefeld,1,0,H,0,0,D,17,9,4,2,9,5,5,4,1,0
25/09/21,M'gladbach,Dortmund,1,0,H,1,0,H,14,8,3,0,17,15,5,1,4,4
26/09/21,Bochum,Stuttgart,0,0,D,0,0,D,14,8,4,3,15,12,7,2,2,5
26/09/21,Freiburg,Augsburg,3,0,H,3,0,H,19,8,9,2,11,13,6,3,0,1
01/10/21,FC Koln,Greuther Furth,3,1,H,0,1,A,18,7,8,3,16,18,8,1,1,1
02/10/21,Dortmund,Augsburg,2,1,H,1,1,D,17,5,3,3,9,16,7,3,1,3
02/10/21,Hertha,Freiburg,1,2,A,0,1,A,12,9,3,4,17,15,4,9,3,0
02/10/21,Stuttgart,Hoffenheim,3,1,H,1,0,H,12,13,6,4,14,12,9,4,0,1
02/10/21,Wolfsburg,M'gladbach,1,3,A,1,2,A,10,19,5,11,17,10,4,6,7,3
02/10/21,RB Leipzig,Bochum,3,0,H,0,0,D,15,9,9,2,10,16,2,3,1,1
03/10/21,Mainz,Union Berlin,1,2,A,1,0,H,11,15,4,3,15,6,2,5,2,4
03/10/21,Bayern Munich,Ein Frankfurt,1,2,A,1,1,D,21,5,11,3,6,8,10,1,2,1
03/10/21,Bielefeld,Leverkusen,0,4,A,0,2,A,10,19,3,7,13,7,2,4,4,1
15/10/21,Hoffenheim,FC Koln,5,0,H,1,0,H,14,10,8,0,13,7,3,3,1,1
16/10/21,Dortmund,Mainz,3,1,H,1,0,H,11,5,5,2,7,12,6,2,2,4
16/10/21,Ein Frankfurt,Hertha,1,2,A,0,1,A,13,12,5,6,17,16,7,4,1,2
16/10/21,Freiburg,RB Leipzig,1,1,D,0,1,A,15,13,2,4,10,17,8,5,0,4
16/10/21,Greuther Furth,Bochum,0,1,A,0,0,D,12,9,3,2,16,16,4,3,2,4
16/10/21,Union Berlin,Wolfsburg,2,0,H,0,0,D,6,13,3,4,7,16,3,3,3,1
16/10/21,M'gladbach,Stuttgart,1,1,D,1,1,D,31,5,8,2,14,21,9,1,3,3
17/10/21,Leverkusen,Bayern Munich,1,5,A,0,5,A,7,27,4,11,9,9,4,7,0,0
17/10/21,Augsburg,Bielefeld,1,1,D,1,0,H,14,10,6,3,8,15,9,5,3,1
22/10/21,Mainz,Augsburg,4,1,H,3,0,H,19,6,8,2,9,11,6,2,1,3
23/10/21,Bayern Munich,Hoffenheim,4,0,H,2,0,H,15,9,7,2,4,18,4,2,0,4
23/10/21,Bielefeld,Dortmund,1,3,A,0,2,A,13,14,6,7,13,9,7,2,1,0
23/10/21,RB Leipzig,Greuther Furth,4,1,H,0,1,A,13,8,5,4,15,12,3,4,2,0
23/10/21,Wolfsburg,Freiburg,0,2,A,0,1,A,17,11,4,4,17,15,7,1,3,0
23/10/21,Hertha,M'gladbach,1,0,H,1,0,H,10,10,4,1,11,21,2,6,2,2
24/10/21,FC Koln,Leverkusen,2,2,D,0,2,A,17,9,5,6,10,15,6,6,1,3
24/10/21,Stuttgart,Union Berlin,1,1,D,0,1,A,8,11,2,3,16,13,1,2,3,1
24/10/21,Bochum,Ein Frankfurt,2,0,H,1,0,H,19,14,7,6,9,11,4,7,0,2
29/10/21,Hoffenheim,Hertha,2,0,H,2,0,H,14,5,3,2,15,9,9,4,2,1
30/10/21,Bielefeld,Mainz,1,2,A,1,1,D,15,16,7,6,16,9,6,6,2,3
30/10/21,Dortmund,FC Koln,2,0,H,1,0,H,7,19,4,6,10,11,4,3,2,3
30/10/21,Freiburg,Greuther Furth,3,1,H,2,0,H,12,8,5,4,10,13,5,2,0,2
30/10/21,Leverkusen,Wolfsburg,0,2,A,0,0,D,12,13,1,8,11,15,10,2,3,2
30/10/21,Union Berlin,Bayern Munich,2,5,A,1,3,A,9,14,6,6,9,7,6,1,1,1
30/10/21,Ein Frankfurt,RB Leipzig,1,1,D,0,1,A,12,15,3,7,11,9,5,5,1,1
31/10/21,Augsburg,Stuttgart,4,1,H,1,1,D,20,12,12,3,15,12,7,5,3,4
31/10/21,M'gladbach,Bochum,2,1,H,2,0,H,14,11,5,4,7,15,9,1,1,1
05/11/21,Mainz,M'gladbach,1,1,D,0,1,A,19,11,8,5,15,8,9,1,3,3
06/11/21,Bayern Munich,Freiburg,2,1,H,1,0,H,29,14,11,4,5,13,6,4,0,0
06/11/21,Bochum,Hoffenheim,2,0,H,0,0,D,14,9,4,1,7,20,2,4,1,5
06/11/21,Stuttgart,Bielefeld,0,1,A,0,1,A,9,15,4,2,11,11,8,4,0,3
06/11/21,Wolfsburg,Augsburg,1,0,H,1,0,H,9,13,4,3,14,13,0,8,2,3
06/11/21,RB Leipzig,Dortmund,2,1,H,1,0,H,15,9,7,3,12,18,5,6,3,5
07/11/21,Hertha,Leverkusen,1,1,D,1,0,H,15,8,5,3,13,13,5,6,1,3
07/11/21,FC Koln,Union Berlin,2,2,D,1,2,A,16,9,5,3,8,19,5,2,2,2
07/11/21,Greuther Furth,Ein Frankfurt,1,2,A,0,0,D,20,14,2,4,12,17,6,3,4,1
19/11/21,Augsburg,Bayern Munich,2,1,H,2,1,H,6,18,3,4,18,9,1,10,2,1
20/11/21,Bielefeld,Wolfsburg,2,2,D,1,0,H,10,13,3,5,15,9,6,5,4,1
20/11/21,Dortmund,Stuttgart,2,1,H,0,0,D,20,12,4,4,11,14,2,3,0,2
20/11/21,Hoffenheim,RB Leipzig,2,0,H,1,0,H,24,4,8,0,17,18,7,2,2,2
20/11/21,Leverkusen,Bochum,1,0,H,1,0,H,11,19,5,7,10,13,7,7,3,2
20/11/21,M'gladbach,Greuther Furth,4,0,H,3,0,H,19,4,11,2,11,13,7,7,1,3
20/11/21,Union Berlin,Hertha,2,0,H,2,0,H,16,6,5,3,17,13,7,6,1,1
21/11/21,Freiburg,Ein Frankfurt,0,2,A,0,2,A,20,13,6,7,10,16,10,4,0,4
21/11/21,Mainz,FC Koln,1,1,D,1,0,H,11,12,2,6,18,7,5,7,2,1
26/11/21,Stuttgart,Mainz,2,1,H,1,1,D,8,18,3,5,7,17,5,6,2,2
27/11/21,Bochum,Freiburg,2,1,H,0,0,D,13,22,5,11,12,13,4,7,2,1
27/11/21,FC Koln,M'gladbach,4,1,H,0,0,D,15,15,9,5,15,11,4,4,1,3
27/11/21,Greuther Furth,Hoffenheim,3,6,A,1,2,A,14,20,7,11,17,17,4,10,1,0
27/11/21,Hertha,Augsburg,1,1,D,1,0,H,10,20,4,7,11,14,5,6,2,3
27/11/21,Wolfsburg,Dortmund,1,3,A,1,1,D,15,16,7,8,9,11,7,7,4,1
27/11/21,Bayern Munich,Bielefeld,1,0,H,0,0,D,23,8,9,0,8,13,13,4,1,1
28/11/21,Ein Frankfurt,Union Berlin,2,1,H,1,0,H,17,7,4,4,4,7,7,2,0,4
28/11/21,RB Leipzig,Leverkusen,1,3,A,0,2,A,14,11,3,4,10,9,7,2,1,3
03/12/21,Union Berlin,RB Leipzig,2,1,H,1,1,D,14,11,5,2,12,8,5,7,1,1
04/12/21,Augsburg,Bochum,2,3,A,0,3,A,16,12,7,6,9,6,13,6,0,2
04/12/21,Bielefeld,FC Koln,1,1,D,0,1,A,18,9,5,3,14,10,7,1,1,1
04/12/21,Hoffenheim,Ein Frankfurt,3,2,H,2,1,H,8,17,4,2,9,12,4,6,2,2
04/12/21,Leverkusen,Greuther Furth,7,1,H,3,1,H,13,8,8,3,13,8,4,3,0,1
04/12/21,Mainz,Wolfsburg,3,0,H,2,0,H,12,16,5,0,18,10,6,5,1,1
04/12/21,Dortmund,Bayern Munich,2,3,A,1,2,A,11,16,4,6,10,10,4,6,2,2
05/12/21,Stuttgart,Hertha,2,2,D,2,1,H,10,15,3,8,9,16,7,5,0,1
05/12/21,M'gladbach,Freiburg,0,6,A,0,6,A,19,15,3,8,12,15,3,3,2,1
10/12/21,FC Koln,Augsburg,0,2,A,0,0,D,14,12,4,4,12,15,9,4,2,4
11/12/21,Bayern Munich,Mainz,2,1,H,0,1,A,21,9,7,4,9,10,7,2,3,3
11/12/21,Bochum,Dortmund,1,1,D,1,0,H,4,23,3,8,8,18,0,15,0,3
11/12/21,Freiburg,Hoffenheim,1,2,A,1,1,D,14,14,6,8,13,9,6,7,4,3
11/12/21,Hertha,Bielefeld,2,0,H,0,0,D,18,9,9,1,10,15,6,4,1,1
11/12/21,RB Leipzig,M'gladbach,4,1,H,2,0,H,19,12,10,4,20,15,6,0,3,2
11/12/21,Wolfsburg,Stuttgart,0,2,A,0,1,A,19,12,3,3,17,9,5,3,2,2
12/12/21,Greuther Furth,Union Berlin,1,0,H,0,0,D,5,14,3,4,12,6,3,7,3,0
12/12/21,Ein Frankfurt,Leverkusen,5,2,H,2,2,D,15,11,7,4,11,11,7,4,0,3
14/12/21,Stuttgart,Bayern Munich,0,5,A,0,1,A,13,25,1,12,7,7,1,3,1,1
